name,type,ProductServices
Schmidt-Clayton,Company,Unknown
Schmidt-Mcintosh,Company,Unknown
Schmidt-Reyes,Company,"Apparel, accessories and other textile products"
Schmidt-Thornton,Company,Unknown
Schmitt Group,Company,Unknown
Schmitt LLC,Company,Casting presses and automated cells for light alloy foundry businesses
Schneider Group,Company,Funeral home and funeral services
Schneider Inc,Company,Unknown
Schneider LLC,Company,Unknown
"Schneider, Fisher and Richardson",Company,Unknown
"Schneider, Garcia and Watkins",Company,Unknown
"Schneider, Price and Ruiz",FishingCompany,Fresh frozen fish and seafoods
Schneider-Matthews,Company,Hot-rolled and cold-rolled products of steel
Schneider-Miller,Company,Unknown
Schneider-Murillo,Company,"Involved in the manufacture, sale, erection and service of wind turbines and is also involved in the most challenging wind power projects from the arctic to the tropical regions and from offshore sites to mountainous areas; Manufactures wind turbine components, such as rotor blades, generators, and gearboxes"
Schroeder and Sons,Company,Unknown
Schroeder LLC,Company,Unknown
Schroeder PLC,Company,Unknown
"Schroeder, Allen and Gallagher",Company,Unknown
Schroeder-Gordon,Company,Pharmaceutical preparations
Schultz Group,Company,Unknown
Schultz Inc,Company,Poly woven fabrics and bags
"Schultz, Boyle and Roman",Company,Unknown
"Schultz, Collins and Rush",Company,Unknown
"Schultz, Compton and Garner",Company,"Kubota lawn tractors, zero-turn mowers, sub-compact tractors, loaders, backhoes and other implements"
"Schultz, Kelly and Chang",LogisticsCompany,Distribution of deli and liquor products to the supermarket and food service industry
"Schultz, Morris and Brooks",Company,Electronic components and accessories
Schultz-Davis,Company,Unknown
Schultz-Duncan,Company,Unknown
Schultz-Gonzalez,Company,"Molds, casting machines, automated systems, and ancillary equipment for aluminum producers"
Schultz-Hayes,Company,Printing inks
Schwartz PLC,Company,"Plastic commodity, inflatable toys, outdoors products, and kids bubble solution, among others"
"Schwartz, Christian and Knight",Company,Unknown
"Schwartz, Rodriguez and Howard",Company,Unknown
Schwartz-King,Company,Unknown
Schwartz-Lawson,Company,Unknown
Scott and Sons,Company,Unknown
Scott Group,Company,"Providing high end elevated basic fabrications for adults, youth , Juvy and toddler with top of the line dyeing and finishing technology as well as deliver cotton and cotton-blended garments with the best possible color, hand and shrinkage control on tubular and side seamed fabric"
Scott Inc,Company,"Tubes, pipes, hollow profiles and related fittings"
Scott LLC,FishingCompany,Fresh and frozen seafood products
Scott Ltd,LogisticsCompany,Holds its own service contracts with major shipping lines
Scott PLC,Company,Unknown
"Scott, Bryant and Levine",Company,"Conducting research and analyses in cognitive development, sociology, psychology, language, behavior, economic, and other social science and humanities research"
"Scott, Delgado and Andrade",Company,Unknown
"Scott, Hart and Benson",Company,"Roller finishing machines for side leather, furnishing skins, complete roller finishing lines for skins and imitations skins, foaming machines, workshop machines, drying tunnels, leather detatching devices, spreaders, and engraved cylinders"
"Scott, Jennings and Rice",Company,Trade agents and brokers
"Scott, Johnson and Garcia",Company,"Canned seafood; Salted, dried and smoked seafood; Packed fresh shellfish; Marine fats and oils"
"Scott, Mullins and Miller",Company,Audio-visual equipment; Musical instruments and accessories
"Scott, Perkins and Burton",Company,Staplers; ink pads; correction tapes; stamps; table sharpeners; plastic folders; other stationery
"Scott, Sandoval and Powers",Company,Light industrial products and arts crafts
"Scott, Sims and Munoz",Company,Unknown
"Scott, Tucker and Diaz",Company,Unknown
"Scott, Wilson and Daugherty",Company,Food products
Scott-Adkins,Company,Unknown
Scott-Austin,Company,Unknown
Scott-Brooks,Company,Unknown
Scott-Burton,Company,Unknown
Scott-David,Company,Unknown
Scott-Delgado,Company,Unknown
Scott-Haynes,Company,Unknown
Scott-Johnson,FishingCompany,"Fish, crustaceans and other seafood"
Scott-Jones,Company,Unknown
Scott-Kennedy,Company,Unknown
Scott-Le,Company,Sugarbeet seed
Scott-Miles,FishingCompany,Seafood products
Scott-Miller,Company,Unknown
Scott-Molina,FishingCompany,Seafood and other aquatic products
Scott-Montoya,Company,"Hypo-basa (pangasius hypophthalmus) and basa (pangasius bocourti) frozen products, including fillets, steak, and other value added products"
Scott-Page,LogisticsCompany,Logistics solutions
Scott-Perez,Company,"Provides rush courier service, scheduled route delivery of packages and other items such as customer scheduling within designated time window, pickup and delivery, temporary storage, assembly, cross-docking and safe storage of merchandise and reverse logistic services such as picking up, storing, packaging and transporting customer returns"
Scott-Ramsey,Company,Special bar quality steels
Scott-Reyes,Company,Unknown
Scott-Sanchez,Company,Unknown
Scott-Snyder,Company,Unknown
Scott-Stevens,Company,Unknown
Scott-Sullivan,Company,"General line of grocery products which include canned and frozen food items, beverages, tobacco, fresh fruits and vegetables, fresh and prepared meats, fish, and poultry, and other related products"
Scott-Summers,Company,Unknown
Scott-Sutton,Company,Unknown
Scott-Walsh,FishingCompany,Fresh and frozen seafood products
Scott-Wilson,Company,Unknown
Sea Spray AS Cargo,FishingCompany,Commercial fishing of finfishes from their natural habitat
Sellers PLC,Company,Unknown
"Sellers, Hill and Curtis",Company,Unknown
"Sellers, Strong and Gomez",Company,Unknown
Sellers-Snow,Company,Pink and chum salmon
Serrano-Anderson,Company,Unknown
Serrano-Carr,Company,Unknown
Serrano-Cruz,FishingCompany,Seafood and other aquatic products
Sexton Group,Company,Unknown
"Sexton, Crosby and Evans",Company,Unknown
"Sexton, Lambert and Smith",Company,Unknown
Sexton-Ray,Company,"Non-durable goods, such as farm supplies; books, periodicals and newspapers; flowers; nursery stock; paints; varnishes; tobacco and tobacco products; and other miscellaneous non-durable goods, such as cut Christmas trees and pet supplies"
Sexton-Taylor,Company,Unknown
Shaffer Inc,Company,Unknown
Shaffer PLC,Company,"Electronic components and accessories, including terminals and connectors; cords; switches; resistors; protection devices; capacitors; magnetic (inductive) devices; networks; piezoelectric devices, crystals and resonators; power sources; transducers, sensors and detectors; solid state components and semiconductors; display technologies; thermionic valve and vacuum tube; discharge devices; assemblies and modules; prototyping aids; and mechanical accessories"
"Shaffer, Contreras and Christian",Company,Unknown
"Shaffer, Duncan and Gonzalez",Company,Salmon and trout; Supplies farmed cod and whitefish
"Shaffer, Kelly and Mcclure",Company,Unknown
Shah LLC,Company,Unknown
"Shah, Aguirre and Powers",Company,"Floor & wall tiles, sanitary ware, glazed porcelain tiles, porcelain tiles"
"Shah, Thomas and Ryan",Company,Unknown
"Shah, Vang and Nelson",Company,Unknown
Shah-Walker,Company,Fish and sea food products
Shannon LLC,Company,Unknown
Shannon Ltd,Company,"Reduction, continuous casting, CSP, and environmental technology, as well as steelmaking, secondary metallurgy, hot and cold rolling mills, strip processing lines, electrics and automations, integrated plants/turnkey, SAF metallurgy, hot and cold strips, coating and shear lines, filter and environment protection plants, bearings, and print materials/films"
Shannon PLC,Company,Technical plastic parts
Shannon-Brown,Company,Unknown
Shannon-Goodwin,FishingCompany,Seafood
Shannon-Valdez,Company,"Bread, fresh pastry goods, and other related bakery products"
Sharp Ltd,Company,Unknown
"Sharp, Beck and Finley",Company,Unknown
"Sharp, Hickman and Gonzalez",Company,Unknown
"Sharp, Jackson and Garcia",Company,Buying and selling own or leased real estate
"Sharp, Ramirez and Mejia",Company,Variety of goods and grocery merchandise and other related basic food products
Sharp-Atkinson,Company,Unknown
Sharp-Castaneda,Company,Unknown
Sharp-Long,Company,Unknown
Shaw and Sons,FishingCompany,Fishing and other related activities
Shaw Group,Company,Adhesives and sealants
Shaw LLC,Company,Unknown
Shaw Ltd,Company,Unknown
Shaw-Bishop,Company,Unknown
Shaw-Clements,LogisticsCompany,General freight trucking services
Shaw-Mclean,Company,Unknown
Shaw-Smith,Company,Wood and cork products
Shea LLC,Company,Unknown
Shea-Mccarthy,Company,Operation and management of full-service restaurant
Shelton Inc,Company,Unknown
"Shelton, Mckenzie and Barnett",Company,Handicrafts
"Shelton, Vasquez and Taylor",Company,"White and green asparagus, piquillo eppers, roasted red peppers, jalapeno, artichokes (both hearts and bottoms), vegetables purees, industrial sauces and sauce bases; Brine (water or water and salt), marinated in oil, pickled in vinegar, or char-grilled and are packed in glass jars, cans, and plastic tray, in all retail and food services sizes"
Shelton-Allen,Company,Smoked fish products
Shelton-Berry,Company,Unknown
Shelton-Keller,Company,Equipment and machinery for the manufacture of jewelry
Shelton-Morgan,Company,Unknown
Shepard Ltd,Company,Glass packaging solutions
"Shepard, Smith and Smith",Company,Steel wire products
Shepherd Inc,Company,Unknown
Shepherd LLC,Company,"Home furniture (chest & dressers, headboards & beds, nightstands, bins, benches, cabinets); office furniture"
"Shepherd, Rivera and Forbes",Company,"Copper materials in strip, coil, sheet, plate and tube forms"
Shepherd-Adams,Company,Unknown
Shepherd-Jarvis,Company,Tungsten carbide wear-resistant products
Shepherd-Lewis,Company,"Spanish honey (Almond tree, Calluna, Chestnut, Eucalyptus, Forest, Heather, Lavender, Lavender (Stoechas), Lemon tree, Mandarin tree, Mountain, Orange blossom, Polyflora, Rosemary, Sunflower, Thyme, Other honey types), honey from other origins (Acacia, Eucalyptus, Forest, Linden, Orange blossom, Rape, Sunflower, Polyflora, Vitex, Other honey types), and organic honey (Polyflora and others)"
Shepherd-Miller,Company,Unknown
Sheppard Group,Company,"Screeners, packages, pipeliners, foodwaste disposers, sluicemasters, and incomasters"
Sheppard Inc,Company,Unknown
Sheppard Ltd,Company,Unknown
Sheppard-Morrison,LogisticsCompany,Shipping and related services
Sherman and Sons,Company,Unknown
"Sherman, Massey and Jones",Company,Principally involved in trading new and used vehicles
"Sherman, Reyes and Smith",Company,Unknown
Shields LLC,Company,Packaged frozen goods
Shields PLC,Company,Unknown
Shields-Moore,Company,Unknown
Shields-Reese,Company,Footwear
Short Group,Company,Unknown
"Short, Hernandez and Myers",Company,"Passenger cars, trucks, vans, and buses"
"Short, Jones and Hardy",Company,Adhesives
"Short, Soto and Werner",Company,Unknown
Short-Logan,FishingCompany,Commercial fishing activities
Silva Inc,Company,"Various imported decorative materials and products to be used in floral arrangements, gift wrapping, home decor and other design projects"
"Silva, Edwards and Velasquez",Company,Unknown
"Silva, Hill and Bradley",Company,Unknown
"Silva, Kim and Taylor",Company,Unknown
"Silva, Little and Washington",Company,Acoustic and technical plastics
"Silva, Ramsey and Davis",Company,Unknown
"Silva, Rivera and Myers",Company,General line of food products and other related consumer products
"Silva, Smith and Marshall",Company,Consumer electronic parts; electrical machines parts; medical instruments parts; photoelectric communication parts; and automotive parts
"Silva, Stone and Nelson",Company,"Pelagic (mackerel, herring, silver smelt, blue whiting, capelin); Whitefish (cod, haddock, saithe, Greenland halibut); Roe (cod roe, herring roe)"
"Silva, Zhang and Morales",Company,Unknown
Silva-Flores,Company,Unknown
Silva-Hernandez,Company,Unknown
Simmons and Sons,Company,Unknown
Simmons Group,LogisticsCompany,Freight transportation services
Simmons LLC,Company,Unknown
Simmons Ltd,Company,Unknown
Simmons PLC,Company,Unknown
"Simmons, Brown and Rogers",FishingCompany,Fish and seafoods products
"Simmons, Dickson and Rogers",Company,Fruits and vegetables
"Simmons, Duncan and Sparks",Company,Toilet brushes and other related products
"Simmons, Greer and Baker",Company,Unknown
"Simmons, Holt and Cuevas",Company,Unknown
"Simmons, Lawrence and Oliver",Company,Unknown
"Simmons, Phelps and Patterson",Company,Clothing and accessories
"Simmons, Rojas and Fleming",Company,PU foam; Silicone Sealants; Mounting adhesives; Private labels
"Simmons, Smith and Jones",Company,"Miscellaneous chemical products, specializing in glues and gelatins"
"Simmons, Smith and Wilkerson",Company,Unknown
"Simmons, Wallace and Martinez",Company,"Detective, guard, and armored car services"
Simmons-Donaldson,Company,Unknown
Simmons-Lane,Company,Unknown
Simmons-Martinez,Company,"Marbles, granites, agglomerates and ceramic (abrasives, cutting tools, epoxy systems, mastics, surfaces treatments, brushes, and technical equipment)"
Simmons-Mcdaniel,Company,Packaging products
Simmons-Shaffer,Company,Paper and paperboard
Simon and Sons,Company,Unknown
Simon Ltd,Company,Unknown
"Simon, Adams and Anderson",Company,Unknown
"Simon, Allen and Watson",Company,Unknown
"Simon, Carlson and White",Company,"Aluminum deoxidizers include pellets, mini-pellets, and shot deoxidizers; Aluminum flux; Aluminum billets"
"Simon, Henry and Bentley",Company,Unknown
"Simon, Martin and Franklin",Company,Unknown
"Simon, Simpson and Schmidt",Company,Household furniture; marble textile; and clothing apparel
"Simon, Walker and Hurst",Company,Unknown
Simon-Fernandez,Company,Unknown
Simon-Reyes,Company,Range of food preparations and other miscellaneous food products
Simpson Inc,Company,Unknown
Simpson LLC,Company,Unknown
"Simpson, Nelson and Jefferson",Company,Unknown
"Simpson, Peck and Harmon",Company,Production of grey and spheroidal graphite cast iron
"Simpson, Sanders and Hurst",Company,Unknown
"Simpson, Smith and Harrison",Company,Unknown
"Simpson, Vargas and Padilla",Company,Unknown
Simpson-Baker,Company,Refractory materials
Simpson-Booker,Company,Unknown
Simpson-Casey,Company,Unknown
Simpson-Escobar,Company,Unknown
Simpson-Jackson,Company,Unknown
Simpson-Patel,Company,Unknown
Simpson-Roy,Company,Unknown
Simpson-Sanchez,Company,Unknown
Simpson-Warren,Company,Unknown
Sims Inc,Company,Food and beverage ingredients
Sims Ltd,Company,"Pharmaceutical herbal, vitamin, mineral, and dietary supplements (BSE/ TSE free gelatin capsule shells, shiny gelatin capsule shells, SLS free gelatin capsule shells, Halal certified gelatin capsule shells, fortified gelatin capsule shells, sweet gelatin capsule shells, fast release gelatin capsule shells, and printed gelatin/ cellulose capsule shells)"
Sims PLC,Company,Unknown
"Sims, Allen and Griffin",Company,Unknown
"Sims, Mckay and Terry",Company,"Flat products (coils, strips, sheets), both carbon and pre-painted (PPGI) steel and carbon steel welded tubes"
"Sims, Vasquez and Nichols",Company,"Metal cutting type machine tools; Automatic screw machines, boring machines, broaching machines, buffing and polishing machines and chucking machines; Cylinder boring machines, electrode discharge metal cutting machines and pipe cutting and threading machines"
"Sims, Waters and Stevens",Company,Precious metal and mineral products
"Sims, Weber and Villa",LogisticsCompany,"Cooked whole crawfish, cooked freshwater crawfish tail meat, crawfish cakes, crawfish poppers, boudreaux breaded oysters, and other related products; Purchasing, inventory management and logistics services for chain restaurants, distributors, and national retail chain operators"
Sims-Gomez,Company,Unknown
Sims-Johnson,Company,Double frozen fish fillet
Sims-Weber,Company,"Automotive lighting systems (lamps for automotive such as head lamps, rear lamps, fog lamps and CHMSLs; LED lamps and advanced automotive lighting systems)"
Singh and Sons,Company,Unknown
Singh LLC,Company,Unknown
Singh Ltd,Company,High-temperature materials for industrial applications
"Singh, Blackburn and Hernandez",Company,Unknown
"Singh, Chan and Kelly",Company,Unknown
"Singh, Williams and Baker",Company,Unknown
Singh-Blevins,Company,Unknown
Singh-Williamson,Company,"Offers a wide range of products which include high-bay warehouse, deep-freeze storage, automatic small-parts warehouses, narrow-aisle warehouses, and custom solutions such as satellite warehouse, chassis warehouse, cassette stores, and tray stores"
Singleton Inc,Company,Unknown
"Singleton, Bradley and Singleton",Company,"Custom design and fabrication of natural, synthetic, and petroleum wax products"
"Singleton, Foster and Williams",Company,Unknown
"Singleton, Roberson and Wilkins",Company,Unknown
"Singleton, Williams and Keller",Company,Unknown
Singleton-Mercer,Company,Range of food products
Singleton-Richards,Company,Fashion products and accessories
Skinner Inc,Company,Unknown
Skinner PLC,Company,"Offers a wide range of products including EFP high purity iron billets, low carbon iron products, washed punching products, carbon steel and low alloy steel, stainless steel, high temperature alloys, ferro chrome and chrome metals, ferro alloys, nickel master alloys, and pure and minor metals; and usables, such as stainless steel long products, coils, and counterweights"
"Skinner, Bell and Lewis",Company,Footwear and other related products
"Skinner, Hart and Smith",Company,Unknown
"Skinner, Smith and Lee",Company,Cleaning products for footwear
"Skinner, Smith and Wise",Company,Aquatic products
"Skinner, Velasquez and Mcdonald",Company,"All kinds of zippers, all kinds of sliders, all kinds of zipper machines, raw materials for zipper making, needle loomhook & loop making machines, garment accessories & PVC products, and building, construction items & home decoration items"
Skinner-Hernandez,Company,Unknown
Skinner-Mills,Company,"Electrical household appliances (sewing, home floor care, commercial floor care and ceiling fans & lighting)"
Skinner-Solomon,Company,Mould tubes; mould plates; assemblies; and mould materials
Sloan Group,Company,Unknown
Sloan Inc,Company,Unknown
Sloan LLC,Company,Unknown
"Sloan, Martinez and Harmon",Company,Railway products and equipment
Sloan-Lynch,Company,"Farm and construction equipment, such as trucks, backhoe loaders, crawler loaders, dozers, directional drills, wheeled and crawler excavators, forklifts, graders, skid steer loaders, telescopic handlers, and wheel loaders; Farm and construction machineries"
"Small, Barron and Higgins",Company,"Canned fruits, vegetables, preserves, jams and jellies, as well as other related products"
Small-Brown,Company,"Specialized grade rubber, such as synthetic rubber"
Small-Williams,Company,"Terminals (terminals for computer, communication, and consumer products; electronic terminals; and terminals for transportation instruments); lighting systems and accessories (socket assemblies, personal computer board assemblies, terminal and wire assemblies, personal computer cables, molding injections, and stampings); ceramic parts (secondary fabrication or precision fabrication products and parts); battery modular connectors (one pole and two pole connectors series); and steel cable ties (cable ties for telecommunications, marine vessels, air crafts, and engineering mechanism)"
Smith and Sons,Company,"Offers a range of products, including frozen shrimps, fish fillets, squid, cuttlefish and mollusks, as well as ready-to-cook and ready-to-serve foods such as honey-flavored marinated grill shrimps, breaded shrimps with cheese sauce toppings, mushroom and shrimp encroute, and pre-fried breaded shrimp skewers"
Smith Group,Company,Dental care products
Smith Inc,Company,Unknown
Smith LLC,Company,Unknown
Smith Ltd,Company,Unknown
Smith PLC,Company,Unknown
"Smith, Alexander and Carter",Company,Unknown
"Smith, Arnold and Atkins",Company,"Offers a range of microencapsulated Hi-DHA tuna fish oils for addition to various products in dry powder form; Offers its products for various applications, such as infant nutrition products, including infant formulas and moist solid preparations; bread and bakery products; cereals, which include muesli bars and breakfast products; dairy products, such as frozen confection, yoghurts, fromage frais, and milk; supplements, including capsules and dietary products; beverages and juices; animal feeds; and fruit preparations. "
"Smith, Black and Armstrong",Company,Leather cases and bags
"Smith, Boyd and Scott",Company,Unknown
"Smith, Campbell and Morse",Company,Unknown
"Smith, Charles and Sanchez",Company,Unknown
"Smith, Cohen and Williams",LogisticsCompany,"A multinational high-tech enterprise engaged in the research, development, manufacturing, distribution and service of garment decoration equipment and software"
"Smith, Collins and Johnson",FishingCompany,Smoked salmon and other seafood product preparation and packaging
"Smith, Collins and Simmons",Company,Unknown
"Smith, Cook and Morris",Company,Processing and preserving fish and fish products
"Smith, Davis and Acosta",FishingCompany,"Harvests a wide variety of aquatic animals, ranging from tuna, cod and salmon to shrimp, krill, lobster, clams, squid and crab; Seafood processing, such as canning of seafood (including soup); smoking, salting, and drying seafood; eviscerating fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing fresh shellfish; processing marine fats and oils; and freezing a variety of seafood"
"Smith, Dean and Pearson",Company,Groceries and other related products
"Smith, Diaz and Davis",Company,Unknown
"Smith, Diaz and Romero",Company,Unknown
"Smith, Ford and Jones",Company,Unknown
"Smith, Galvan and Baldwin",Company,Unknown
"Smith, Garcia and Green",Company,"General merchandise, gifts, novelties and promotional merchandise"
"Smith, Gentry and Mcmahon",Company,Unknown
"Smith, Gonzalez and Lambert",Company,Unknown
"Smith, Gray and Deleon",Company,"Palm based cooking oil, all purpose shortenings, soyabean, canola, corn, sunflower, coconut oil, vegetable ghee and milk fat for both consumer and industrial usage"
"Smith, Gutierrez and Goodwin",FishingCompany,Seafood and related products
"Smith, Hall and Robinson",Company,"Exotic, such as fenugreek and annatto, to the more familiar, like black pepper and poppy seeds"
"Smith, Hansen and Swanson",Company,Unknown
"Smith, Hoffman and Higgins",Company,"Footwear, including boots, athletic shoes, high heels / stiletto heels, lace-up shoes, loafers, mary janes, moccasins, monks, mules, platform shoes, school shoes, skate shoes, tap shoes, sandals, flip flops, slippers, ballet shoes, climbing shoes, clogs, football boots, safety footwear, ski boots, snowshoes, surgical shoes and pointe shoes"
"Smith, Huff and Flores",Company,Unknown
"Smith, Irwin and Chase",Company,Clipping machines and clips
"Smith, Jones and Jacobson",Company,"Gelatin for pharmaceutical and food application, jellice collagen peptides for joint health and skin beauty, jellice HACP (Collagen Tri Peptide) for healthcare and beauty products, di- calcium phosphate as poultry feed ingredient, ossein for industrial application"
"Smith, Kelly and Oliver",Company,Unknown
"Smith, Kemp and Hughes",Company,Unknown
"Smith, Krueger and Dyer",Company,Grocery products
"Smith, Lamb and Knight",Company,Unknown
"Smith, Le and Quinn",Company,High-end special metal materials and products
"Smith, Leon and Wagner",Company,"Cable assemblies, wiring harnesses, connectors, wires, power cords, solar junction boxes, optical components and dongles & modules"
"Smith, Malone and Dyer",Company,"Electrical arc furnaces AC/DC; vacuum degassing plants VD/VOD; ladle furnaces; continuous casting machines for blooms, beam-blanks, rounds and billets; and minimills etc"
"Smith, Malone and Ruiz",LogisticsCompany,"International freight forwarding, transportation and logistics"
"Smith, Marks and Kennedy",Company,Unknown
"Smith, Martinez and Burton",FishingCompany,"Food specialties, traditional Italian cuisine, frozen ready meals and local recipes (seafood cocktails, shrimp tails, seafood salad, shelled clams, pancakes with cheese, pancakes with tomato-mozzarella, pancakes with prosciutto-cheese, short crust pastry, puff pastry, bucatini pasta, carbonara spaghetti, marinara spaghetti, clams spaghetti, paella, octopus with potatoes, cod fillets, seafood mix, great mix seafood grill, cleaned octopus, cleaned cuttlefish, seafood soup, mussel sauce, prawn tail sauce, seafood mix for risotto, seafood mix for spaghetti, seafood base for scoglio spaghetti, clam sauce, and mussel sauce)"
"Smith, Mejia and Wolf",Company,Unknown
"Smith, Morales and Whitaker",Company,Unknown
"Smith, Morgan and Young",Company,Unknown
"Smith, Murphy and Torres",Company,"Industrial supplies and materials, household goods, building materials, accessories, machinery and equipments, and other materials for outdoor and indoor use"
"Smith, Nelson and Reynolds",Company,Range of legwear products
"Smith, Ramirez and Mendoza",Company,Unknown
"Smith, Riggs and Riley",Company,Unknown
"Smith, Rose and Lopez",Company,Unknown
"Smith, Ryan and Gonzalez",Company,Unknown
"Smith, Schneider and Fleming",Company,Clothing apparel
"Smith, Scott and Young",Company,"Winemaking equipment, grapes, juices, bottles, and accessories"
"Smith, Sharp and Dunn",LogisticsCompany,"Provides sea freight services, such as full container load; less than container load; management of shipping documents; custom consultancy and assistance; bulk cargo and project services; track and tracing services; and door to door services"
"Smith, Shea and Zamora",Company,Unknown
"Smith, Shepherd and Atkinson",Company,Unknown
"Smith, Silva and Drake",Company,"Wide range of parts of aluminum and zinc, such as vehicle parts, gear boxes, manual and pneumatic tools, motor products, freezing equipment and fire accessories"
"Smith, Sloan and Brock",Company,Unknown
"Smith, Smith and Barber",FishingCompany,"Canning, processing and manufacturing of seafood and other aquatic products"
"Smith, Smith and Morris",Company,Unknown
"Smith, Smith and Perry",Company,Operation of fish hatcheries and preserves
"Smith, Smith and Steele",Company,Unknown
"Smith, Sullivan and Vincent",Company,Unknown
"Smith, Valdez and Hays",Company,Unknown
"Smith, Walker and Hart",Company,Fabricated metal products
"Smith, Watson and Anderson",Company,Unknown
"Smith, Wells and Black",Company,Unknown
"Smith, Williams and Bryant",Company,Unknown
"Smith, Woods and Nelson",Company,Unknown
"Smith, Yates and Perkins",Company,Unknown
Smith-Acosta,Company,Unknown
Smith-Alexander,Company,Unknown
Smith-Allen,Company,Unknown
Smith-Anderson,Company,Unknown
Smith-Armstrong,Company,Unknown
Smith-Avila,Company,Unknown
Smith-Barr,Company,Unknown
Smith-Bennett,Company,"Asian produce, meat, dry grocery, and specialty items"
Smith-Brown,Company,Unknown
Smith-Burke,Company,Unknown
Smith-Carrillo,Company,"LOBSTER, SHRIMP, FISH [source: freelance researcher]"
Smith-Carter,Company,Meat and meat products
Smith-Clark,Company,Unknown
Smith-Clayton,Company,"Beef (free range beef: Tender beef, juicy, good flavor with lower cholesterol and less fat; grain fed beef; angus beef; natural beef etc); veal; lamb; goat and mutton; and poultry and game meats - fresh and frozen duck, buffalo, deer, pheasant, ostrich, reptiles, rabbit, quail, etc"
Smith-Coleman,Company,Unknown
Smith-Cortez,Company,"Food products, both of plant and meat origin"
Smith-Diaz,Company,Industrial machinery and equipment
Smith-Fisher,Company,Unknown
Smith-Flores,Company,"Conveyor and power transmission belting products, gears, and motors"
Smith-Garner,Company,Unknown
Smith-Gonzalez,Company,Unknown
Smith-Green,Company,Industrial leathers (flat and round leather belting and friction leathers); Specialty leathers (alum tanned leathers for cricket balls); Individually hand crafted leather floor tiles
Smith-Griffin,Company,"Specialized machinery, equipment, and related parts"
Smith-Hansen,Company,Unknown
Smith-Hayes,Company,Unknown
Smith-Holt,Company,Unknown
Smith-Howard,Company,Unknown
Smith-Hudson,Company,Unknown
Smith-Hull,FishingCompany,Fresh and frozen seafood
Smith-Jackson,Company,Unknown
Smith-James,Company,Plastic products
Smith-Johnson,Company,Unknown
Smith-Jones,Company,Unknown
Smith-Kelley,Company,"Prepared or packaged foods, including instant foods, canned foods, packaged rice and wheat powder, and crackers and chips; bottled water and beverages; and bulk grains, comprising rice and ground wheat; Fresh seafood; fresh raw meat; cooked meats; fresh bakery items, such as breads, buns, dumplings, and other self-prepared foods; fresh milk, yogurt, and eggs; fresh noodles and pastas; and packaged dumplings; as well as packed delicacies; Non-food items, such as cigarettes, cleaning products, cosmetics, electronics and electric appliances, home ware, school and office supplies, novels and books"
Smith-Kelly,Company,Unknown
Smith-Lang,Company,Unknown
Smith-Lewis,Company,Unknown
Smith-Logan,Company,Unknown
Smith-Lopez,Company,Unknown
Smith-Love,Company,Unknown
Smith-Marshall,LogisticsCompany,Custom broking and freight forwarding services
Smith-May,Company,Unknown
Smith-Montes,Company,Unknown
Smith-Norman,Company,Probiotics; Omega-3 fatty acids; Botanical extracts
Smith-Obrien,Company,Unknown
Smith-Owen,Company,"Sewing machines, embroidery machines, food processing, dust collectors and computerized coin-sorting machines"
Smith-Page,Company,Unknown
Smith-Park,Company,Unknown
Smith-Pope,Company,Machine tools accessories and precision surface inspection and tooling equipment
Smith-Ramirez,Company,Cut and sew apparel from woven fabric and purchased knit fabric
Smith-Reilly,Company,Unknown
Smith-Robertson,Company,Plastic meshes to protect pipes and pipelines from rocks when backfilled; cathodic protection products; visco-elastic solutions to protect assets from corrosion and water ingress; cold-applied and fused tape products; single wrap pipeline coating systems; coatings for metal pipes; and liquid coating products
Smith-Rodriguez,Company,"Biscuits, cakes, candies, creme puffs, rolls, snack bars, and biscuit sticks"
Smith-Romero,Company,"Books, games, bags, gift items, and packaging"
Smith-Rowe,Company,Unknown
Smith-Sanchez,Company,"Salmon farming, processing and marketing activities"
Smith-Serrano,Company,Unknown
Smith-Sherman,Company,"Assembly and fastening materials, hardware products and machine tools, including accessories and spare parts"
Smith-Simmons,Company,Unknown
Smith-Singh,Company,"Electronic, mechanic and aerodynamic systems and equipment"
Smith-Smith,Company,Unknown
Smith-Stephenson,Company,Unknown
Smith-Thomas,Company,Unknown
Smith-Tucker,Company,Unknown
Smith-Warren,Company,Unknown
Smith-Watson,Company,Textiles primarily for automotive safety
Smith-White,FishingCompany,"Seafood products such as snow crabs, lobsters, shrimps, pelagics, redfish, turbots, mussels, rock crabs, Atlantic crabs, oysters, shellfish, ground fish, skates, scallops, squids, and herrings"
Smith-Williams,Company,Unknown
Smith-Wilson,Company,"Produces curtain hardware products; Aluminium fabrications, steel items and plastic injection moulded products"
Snow Inc,LogisticsCompany,"Transportation, logistics, and financial services"
"Snow, Burgess and Thomas",Company,Unknown
"Snow, Smith and Lopez",Company,"Baby carriages, strollers and related products, children's vehicles, toy pails, bath toys, rattles, toy weapons, tops, toy balloons or balls, dolls, doll houses, stuffed animals or puppets, playhouses, building blocks, riding toys and other related products"
Snow-Campbell,Company,Grocery products (Canned and frozen foods; milk; fresh fruits and vegetables; fresh and prepared meats; fish; poultry and poultry products); Other household products (alcohol; household cleaning products; medicine; and clothes)
Snyder and Sons,Company,Unknown
Snyder Ltd,Company,Unknown
"Snyder, Anderson and Trujillo",Company,Unknown
